district,crop,pattam,soil_type,irrigation_type,land_area_acres,temperature,humidity,rainfall_mm,soil_ph,soil_n,soil_p,soil_k,soil_ec,soil_organic_carbon,yield_per_acre,total_production_kg
Nagapattinam,Kodo Millet,Thai Pattam (Winter / Post-Monsoon),Red Loam,Rainfed,22.16,33.2,75.2,352.7,6.97,37.0,26.9,26.2,1.1,1.04,717.17,15892.49
Cuddalore,Horse Gram,Navarai / Sornavari (Summer Rice & Pulses),Clay Soil,Drip Irrigation,16.41,26.4,54.8,401.9,5.85,28.0,31.5,5.2,0.39,0.38,444.12,7288.01
Ramanathapuram,Sorghum,Thai Pattam (Winter / Post-Monsoon),Clay Loam,Well / Tube Well,6.25,28.8,87.7,366.2,7.7,74.5,70.3,69.5,1.06,0.64,1724.6,10778.75
Tiruvarur,Tapioca (Cassava),Thai Pattam (Winter / Post-Monsoon),Sandy Loam,Sprinkler,16.55,21.3,51.3,1374.9,5.51,62.8,80.5,134.6,1.53,0.81,13766.59,227837.06
Chennai,Sunflower,Navarai / Sornavari (Summer Rice & Pulses),Laterite Soil,Canal Irrigation,11.36,29.6,77.1,702.4,7.38,61.6,88.6,41.2,1.72,0.99,732.29,8318.81
Tenkasi,Kodo Millet,Samba / Thaladi (Main Rice Season),Laterite Soil,Well / Tube Well,10.25,23.1,56.1,488.2,6.15,41.8,27.0,53.0,0.5,0.44,1111.61,11394.0
Tirunelveli,Amla (Indian Gooseberry),Chithirai Pattam (Summer),Black Cotton Soil,Rainfed,24.29,25.0,56.2,862.9,7.65,227.5,113.7,202.6,0.28,0.6,8742.59,212357.51
Viluppuram,Foxtail Millet,Aadi Pattam (Monsoon Sowing),Clay Loam,Rainfed,5.58,26.9,48.9,463.4,6.95,39.8,22.8,35.6,0.55,1.0,1082.26,6039.01
Kancheepuram,Banana,Kar (Early Monsoon),Red Loam,Drip Irrigation,21.53,26.9,69.5,1648.5,7.24,202.4,50.5,282.5,0.43,0.45,28258.35,608402.28
Krishnagiri,Gingelly (Sesame),Chithirai Pattam (Summer),Red Loam,Canal Irrigation,0.86,26.6,53.1,659.9,6.59,28.7,28.1,15.6,1.46,0.53,319.42,274.7
Chengalpattu,Sugarcane,Aadi Pattam (Monsoon Sowing),Alluvial,Well / Tube Well,3.61,26.6,58.0,1633.5,8.22,193.4,70.0,130.8,0.87,0.44,45057.68,162658.22
Tirupathur,Finger Millet,Thai Pattam (Winter / Post-Monsoon),Laterite Soil,Rainfed,15.04,26.4,68.5,684.4,6.18,74.5,46.6,16.1,0.92,0.52,1625.89,24453.39
Chennai,French Beans,Navarai / Sornavari (Summer Rice & Pulses),Alluvial,Sprinkler,16.26,20.2,58.4,959.6,6.89,71.0,64.6,64.2,0.25,1.1,2821.38,45875.64
The Nilgiris,Amla (Indian Gooseberry),Thai Pattam (Winter / Post-Monsoon),Clay Loam,Sprinkler,17.95,27.2,61.0,725.6,7.29,167.5,104.1,200.9,0.91,1.02,7664.54,137578.49
Kancheepuram,Sugarcane,Chithirai Pattam (Summer),Sandy Loam,Drip Irrigation,15.8,29.8,72.0,1413.3,7.63,137.9,71.1,145.7,1.14,0.88,57860.06,914188.95
Tiruvannamalai,Turmeric,Purattasi Pattam (Autumn),Clay Soil,Rainfed,15.33,33.4,59.5,1350.3,6.72,136.7,61.1,163.5,0.36,0.88,10904.45,167165.22
Vellore,Amla (Indian Gooseberry),Navarai / Sornavari (Summer Rice & Pulses),Black Cotton Soil,Sprinkler,11.56,29.1,66.7,580.4,7.34,163.2,196.4,227.3,0.57,0.6,10141.92,117240.6
The Nilgiris,Tomato,Thai Pattam (Winter / Post-Monsoon),Clay Loam,Drip Irrigation,10.96,21.2,82.6,762.0,6.56,237.0,109.8,104.8,1.26,0.63,19653.64,215403.89
Tirupathur,Black Gram,Chithirai Pattam (Summer),Clay Loam,Well / Tube Well,2.78,31.0,76.5,531.7,7.58,20.1,33.4,5.0,0.35,0.9,451.92,1256.34
Kallakurichi,Pomegranate,Samba / Thaladi (Main Rice Season),Red Loam,Rainfed,23.94,24.1,72.7,391.7,8.37,249.6,151.2,252.0,1.1,0.85,3484.65,83422.52
Sivaganga,Coriander,Kar (Early Monsoon),Sandy Soil,Well / Tube Well,24.23,24.7,71.2,390.2,7.39,25.0,49.9,15.6,1.16,0.61,452.03,10952.69
Tiruvallur,Carrot,Aadi Pattam (Monsoon Sowing),Sandy Loam,Sprinkler,5.99,18.9,68.3,542.2,6.5,63.6,55.9,89.4,0.37,0.98,14624.45,87600.46
Erode,Tapioca (Cassava),Kar (Early Monsoon),Alluvial,Rainfed,6.04,34.9,68.1,1166.9,5.66,36.7,46.2,84.8,0.89,0.77,12781.87,77202.49
Vellore,Guava,Chithirai Pattam (Summer),Alluvial,Well / Tube Well,4.92,26.7,67.2,963.6,7.47,254.0,75.9,226.5,1.32,0.58,8944.87,44008.76
Sivaganga,Banana,Chithirai Pattam (Summer),Sandy Loam,Canal Irrigation,14.37,22.3,86.4,1772.0,7.55,189.3,68.6,303.7,0.84,0.46,23889.71,343295.13
Chengalpattu,Green Peas,Chithirai Pattam (Summer),Black Cotton Soil,Sprinkler,10.79,13.9,63.3,488.7,6.83,41.6,60.0,60.9,0.75,0.63,4125.39,44512.96
Ranipet,Muskmelon,Kar (Early Monsoon),Clay Loam,Well / Tube Well,4.31,34.3,37.4,271.8,7.17,32.9,28.3,20.7,1.41,0.39,5673.96,24454.77
Perambalur,Barnyard Millet,Thai Pattam (Winter / Post-Monsoon),Sandy Soil,Sprinkler,15.37,28.9,61.1,491.1,5.33,34.5,22.0,5.0,0.86,0.51,570.61,8770.28
Erode,Brinjal,Purattasi Pattam (Autumn),Sandy Soil,Well / Tube Well,7.44,27.4,69.4,844.5,6.31,129.9,48.0,29.3,1.29,0.71,14809.53,110182.9
Ramanathapuram,Bitter Gourd,Chithirai Pattam (Summer),Black Cotton Soil,Sprinkler,24.62,27.4,65.9,543.8,7.27,39.4,23.9,76.8,0.29,0.5,3495.0,86046.9
Kallakurichi,Cowpea,Kar (Early Monsoon),Alluvial,Drip Irrigation,8.54,26.2,60.7,699.8,7.57,29.2,43.9,78.9,0.21,0.91,519.7,4438.24
Kallakurichi,Red Gram,Thai Pattam (Winter / Post-Monsoon),Black Cotton Soil,Rainfed,14.19,30.1,83.6,760.9,7.95,25.2,40.6,36.5,1.27,0.62,795.84,11292.97
Chennai,Ginger,Thai Pattam (Winter / Post-Monsoon),Red Loam,Sprinkler,23.07,32.0,63.6,1616.4,6.23,49.7,37.9,80.0,1.58,0.78,7748.01,178746.59
The Nilgiris,Carrot,Navarai / Sornavari (Summer Rice & Pulses),Sandy Soil,Drip Irrigation,3.32,13.3,82.2,714.4,6.82,62.5,40.5,54.5,0.23,0.59,13168.78,43720.35
Tirunelveli,Pomegranate,Kar (Early Monsoon),Laterite Soil,Well / Tube Well,11.2,26.9,83.9,619.9,7.5,278.5,192.7,233.9,0.37,0.68,8765.29,98171.25
Tiruvannamalai,Ginger,Chithirai Pattam (Summer),Sandy Soil,Drip Irrigation,18.77,25.2,86.3,1632.2,6.38,85.1,63.4,40.9,0.55,0.93,10195.08,191361.65
Tiruvallur,Finger Millet,Navarai / Sornavari (Summer Rice & Pulses),Clay Loam,Rainfed,12.99,23.3,92.7,464.0,5.75,56.7,27.9,37.7,1.65,0.61,1319.57,17141.21
Kancheepuram,Muskmelon,Aadi Pattam (Monsoon Sowing),Clay Loam,Canal Irrigation,6.77,34.0,66.0,380.0,6.88,46.9,42.1,62.3,0.48,0.46,13604.09,92099.69
Cuddalore,Mango,Aadi Pattam (Monsoon Sowing),Clay Soil,Sprinkler,18.98,32.3,70.2,1240.8,5.92,440.0,167.4,386.8,1.42,0.69,6529.95,123938.45
Viluppuram,Jasmine (Mullai / Madurai Malli),Navarai / Sornavari (Summer Rice & Pulses),Laterite Soil,Drip Irrigation,4.2,33.3,71.7,902.6,7.77,127.2,396.1,254.1,0.31,0.68,3181.62,13362.8
Perambalur,Cotton,Samba / Thaladi (Main Rice Season),Red Loam,Drip Irrigation,12.93,32.6,83.5,795.7,7.8,115.8,41.6,54.8,0.7,0.69,1126.47,14565.26
Tenkasi,Pearl Millet,Kar (Early Monsoon),Alluvial,Well / Tube Well,16.29,30.5,88.0,520.6,7.43,56.1,44.4,69.9,1.76,0.42,1482.48,24149.6
Tiruvallur,Beetroot,Thai Pattam (Winter / Post-Monsoon),Clay Soil,Rainfed,14.08,21.0,58.6,576.8,7.29,58.2,66.3,77.8,1.47,1.02,10227.61,144004.75
Viluppuram,Cardamom,Navarai / Sornavari (Summer Rice & Pulses),Black Cotton Soil,Drip Irrigation,15.32,21.5,88.7,2605.3,5.32,79.2,92.5,114.5,1.0,1.07,376.88,5773.8
Dindigul,Cardamom,Kar (Early Monsoon),Laterite Soil,Well / Tube Well,12.86,13.7,61.4,2801.5,6.65,64.4,78.5,188.6,0.48,0.54,299.37,3849.9
Tiruchirappalli,Cardamom,Samba / Thaladi (Main Rice Season),Sandy Loam,Drip Irrigation,9.63,26.2,80.3,2795.0,5.77,89.6,64.7,129.5,0.65,0.66,395.17,3805.49
Coimbatore,Banana,Kar (Early Monsoon),Laterite Soil,Well / Tube Well,8.58,25.9,76.4,1645.6,7.43,204.4,68.5,271.5,1.09,0.64,29688.82,254730.08
Kancheepuram,Gingelly (Sesame),Purattasi Pattam (Autumn),Clay Loam,Rainfed,16.76,29.0,67.0,226.0,6.85,48.2,26.6,5.0,1.67,0.58,294.25,4931.63
The Nilgiris,Pumpkin,Aadi Pattam (Monsoon Sowing),Clay Loam,Drip Irrigation,14.19,32.3,65.3,719.9,6.32,54.4,63.6,97.1,1.23,0.6,16914.8,240021.01
Tiruvannamalai,Foxtail Millet,Chithirai Pattam (Summer),Sandy Soil,Rainfed,9.36,27.3,69.7,290.6,5.95,43.2,19.3,18.3,0.78,0.49,455.0,4258.8
Salem,Cowpea,Kar (Early Monsoon),Clay Soil,Canal Irrigation,6.05,30.3,54.0,511.1,5.46,24.8,72.2,66.5,0.42,0.41,549.09,3321.99
Dindigul,Amla (Indian Gooseberry),Samba / Thaladi (Main Rice Season),Red Loam,Drip Irrigation,21.97,26.4,56.0,806.3,7.89,238.3,196.0,197.5,1.19,0.8,12678.08,278537.42
Karur,Black Gram,Aadi Pattam (Monsoon Sowing),Sandy Loam,Sprinkler,1.57,27.4,65.3,450.8,7.32,30.7,40.0,62.3,0.78,0.89,576.93,905.78
Pudukkottai,Cardamom,Kar (Early Monsoon),Clay Soil,Canal Irrigation,13.58,18.9,38.9,2560.3,5.9,88.8,69.7,151.7,0.7,0.96,427.74,5808.71
Madurai,Onion,Purattasi Pattam (Autumn),Clay Soil,Sprinkler,19.35,18.0,77.5,561.5,6.14,64.4,39.7,71.7,1.44,0.73,5307.31,102696.45
Karur,Coriander,Kar (Early Monsoon),Black Cotton Soil,Rainfed,3.89,15.8,59.2,564.8,6.89,31.5,51.5,5.0,0.6,0.83,348.2,1354.5
Tenkasi,Drumstick (Moringa),Samba / Thaladi (Main Rice Season),Clay Loam,Rainfed,21.35,31.5,70.1,683.2,6.83,59.5,51.1,48.2,0.66,0.92,9005.3,192263.15
Tiruchirappalli,Sunflower,Samba / Thaladi (Main Rice Season),Sandy Loam,Sprinkler,2.75,29.0,39.6,708.5,6.8,69.3,136.3,60.5,1.66,0.96,770.11,2117.8
Sivaganga,Jasmine (Mullai / Madurai Malli),Chithirai Pattam (Summer),Sandy Soil,Well / Tube Well,10.21,28.4,60.2,1065.0,6.64,105.5,182.8,243.1,0.8,0.64,3838.3,39189.04
Tenkasi,Barnyard Millet,Aadi Pattam (Monsoon Sowing),Red Loam,Drip Irrigation,23.31,28.1,64.5,369.7,5.8,48.8,19.6,25.5,1.54,0.84,1285.48,29964.54
Kancheepuram,Papaya,Aadi Pattam (Monsoon Sowing),Red Loam,Drip Irrigation,22.98,29.0,62.9,1309.8,7.02,205.7,128.1,273.0,0.96,0.97,30212.56,694284.63
Tirupathur,Mango,Thai Pattam (Winter / Post-Monsoon),Red Loam,Well / Tube Well,0.97,36.6,62.6,1229.6,7.08,406.8,242.6,412.1,0.55,0.46,8227.57,7980.74
Tiruvannamalai,Muskmelon,Thai Pattam (Winter / Post-Monsoon),Clay Loam,Drip Irrigation,6.32,28.7,64.0,573.6,6.57,38.1,33.2,101.6,0.39,0.53,9254.98,58491.47
Tirunelveli,Green Peas,Chithirai Pattam (Summer),Clay Loam,Sprinkler,15.12,16.1,67.0,694.5,6.95,29.4,66.4,45.3,0.23,0.74,2830.9,42803.21
Kancheepuram,Groundnut,Purattasi Pattam (Autumn),Sandy Soil,Well / Tube Well,15.56,32.2,75.0,935.7,6.9,26.2,45.6,83.5,0.58,0.66,957.55,14899.48
Dharmapuri,Bitter Gourd,Samba / Thaladi (Main Rice Season),Laterite Soil,Well / Tube Well,23.86,29.6,55.9,808.1,7.01,79.8,38.8,5.0,1.07,0.94,3952.89,94315.96
Vellore,Brinjal,Chithirai Pattam (Summer),Sandy Soil,Sprinkler,1.57,32.0,56.0,772.3,6.52,121.0,56.8,24.0,0.82,0.63,13098.87,20565.23
Chengalpattu,Cucumber,Purattasi Pattam (Autumn),Clay Loam,Drip Irrigation,6.41,26.1,87.4,414.3,6.45,65.2,41.4,55.0,1.25,0.43,10922.4,70012.58
Salem,Radish,Aadi Pattam (Monsoon Sowing),Red Loam,Drip Irrigation,13.88,23.9,57.2,472.1,6.9,35.3,32.4,28.4,1.5,0.48,8708.85,120878.84
Tirunelveli,Guava,Navarai / Sornavari (Summer Rice & Pulses),Clay Soil,Canal Irrigation,20.38,27.5,75.0,868.9,7.04,304.5,99.5,253.2,0.3,0.93,11726.69,238989.94
Chennai,Tomato,Purattasi Pattam (Autumn),Black Cotton Soil,Well / Tube Well,19.88,21.5,74.2,718.7,6.58,163.1,112.2,115.9,1.62,0.59,19061.8,378948.58
Tiruvallur,Cotton,Thai Pattam (Winter / Post-Monsoon),Clay Soil,Drip Irrigation,1.4,31.4,76.1,721.0,8.35,116.0,45.4,87.7,1.24,0.56,1341.92,1878.69
Coimbatore,Drumstick (Moringa),Kar (Early Monsoon),Laterite Soil,Drip Irrigation,3.55,22.4,61.6,701.7,6.96,81.2,52.4,92.7,0.79,1.02,16104.04,57169.34
Tiruchirappalli,Cucumber,Thai Pattam (Winter / Post-Monsoon),Laterite Soil,Canal Irrigation,12.66,29.3,76.9,493.9,6.88,38.3,38.1,16.6,1.0,1.04,7655.49,96918.5
Perambalur,Okra (Bhendi),Kar (Early Monsoon),Clay Loam,Sprinkler,2.43,30.3,65.3,870.6,6.59,79.6,37.0,60.0,1.16,0.97,4863.85,11819.16
Pudukkottai,Cabbage,Purattasi Pattam (Autumn),Clay Loam,Well / Tube Well,8.53,14.8,79.4,521.9,7.27,146.1,95.8,126.8,0.67,0.68,14670.01,125135.19
Thoothukudi,Watermelon,Aadi Pattam (Monsoon Sowing),Clay Soil,Drip Irrigation,11.45,27.8,79.7,503.6,6.98,62.8,50.0,5.0,1.36,1.03,20764.35,237751.81
Thoothukudi,French Beans,Purattasi Pattam (Autumn),Red Loam,Well / Tube Well,16.94,18.2,74.1,430.3,6.77,48.3,92.9,90.3,0.85,0.73,5233.0,88647.02
Karur,Cucumber,Chithirai Pattam (Summer),Sandy Loam,Rainfed,17.11,33.2,68.9,614.1,5.88,46.9,23.7,84.3,0.9,0.44,5629.37,96318.52
Tenkasi,Groundnut,Purattasi Pattam (Autumn),Sandy Soil,Rainfed,1.29,28.4,68.5,691.2,7.51,21.1,52.4,56.4,0.45,0.69,764.9,986.72
Tenkasi,Tapioca (Cassava),Thai Pattam (Winter / Post-Monsoon),Clay Loam,Rainfed,3.87,27.9,62.8,1095.6,5.94,32.4,49.0,62.4,0.79,0.59,11906.07,46076.49
Kanniyakumari,Sunflower,Chithirai Pattam (Summer),Red Loam,Canal Irrigation,12.73,27.8,64.3,425.1,6.91,64.8,120.2,13.1,0.82,0.77,751.41,9565.45
Namakkal,Gingelly (Sesame),Navarai / Sornavari (Summer Rice & Pulses),Clay Soil,Canal Irrigation,24.91,30.9,70.6,530.6,6.56,32.2,18.4,49.9,0.66,1.04,426.98,10636.07
Madurai,Chilli,Chithirai Pattam (Summer),Sandy Loam,Well / Tube Well,11.58,33.2,59.5,742.7,6.07,65.9,36.2,66.7,1.64,0.68,5156.19,59708.68
Ranipet,Barnyard Millet,Navarai / Sornavari (Summer Rice & Pulses),Laterite Soil,Well / Tube Well,13.97,21.5,62.2,507.4,6.57,56.1,24.5,23.3,0.66,0.57,936.22,13078.99
Krishnagiri,Green Gram,Kar (Early Monsoon),Laterite Soil,Rainfed,5.99,22.0,65.5,438.7,6.41,24.2,51.0,19.4,1.78,0.94,297.15,1779.93
Tiruppur,Groundnut,Chithirai Pattam (Summer),Laterite Soil,Rainfed,14.52,28.6,54.9,678.0,7.38,24.4,50.2,92.7,0.95,1.09,1394.55,20248.87
Dharmapuri,Foxtail Millet,Chithirai Pattam (Summer),Alluvial,Sprinkler,24.99,32.3,60.7,459.5,6.91,28.6,20.5,29.2,1.35,0.74,822.25,20548.03
Theni,Guava,Kar (Early Monsoon),Clay Loam,Canal Irrigation,24.32,26.1,61.4,674.2,7.29,260.0,111.5,281.6,1.23,0.69,11230.26,273119.92
Tiruvannamalai,Bottle Gourd,Purattasi Pattam (Autumn),Sandy Loam,Rainfed,16.17,31.4,60.2,651.3,7.55,35.1,36.9,55.0,0.49,1.07,8876.77,143537.37
Tiruvallur,Black Pepper,Kar (Early Monsoon),Red Loam,Well / Tube Well,13.19,28.4,71.5,2220.0,5.87,96.6,48.1,159.8,0.69,0.47,1357.44,17904.63
Nagapattinam,Watermelon,Purattasi Pattam (Autumn),Alluvial,Well / Tube Well,6.64,35.6,80.4,275.5,7.26,43.6,35.9,32.4,1.22,0.76,10766.46,71489.29
Ramanathapuram,Foxtail Millet,Samba / Thaladi (Main Rice Season),Clay Loam,Rainfed,16.2,27.9,83.7,518.6,7.38,34.4,19.0,5.0,1.15,0.79,615.26,9967.21
Salem,Green Gram,Kar (Early Monsoon),Red Loam,Well / Tube Well,2.49,32.9,53.2,718.9,6.58,24.8,53.5,5.0,1.72,0.93,408.47,1017.09
Mayiladuthurai,Gingelly (Sesame),Kar (Early Monsoon),Sandy Soil,Rainfed,16.16,29.8,74.6,448.3,6.9,31.2,22.4,20.8,1.0,0.82,330.07,5333.93
Ramanathapuram,Castor,Thai Pattam (Winter / Post-Monsoon),Black Cotton Soil,Sprinkler,7.79,28.1,74.7,691.8,6.62,52.8,27.5,59.3,0.32,0.39,627.35,4887.06
Theni,Cardamom,Thai Pattam (Winter / Post-Monsoon),Clay Soil,Canal Irrigation,8.83,18.6,49.1,2703.7,4.99,52.6,77.7,193.3,0.43,1.0,422.83,3733.59
Sivaganga,Sugarcane,Thai Pattam (Winter / Post-Monsoon),Sandy Loam,Drip Irrigation,13.12,31.2,46.4,1660.1,7.01,220.8,54.9,110.8,0.37,0.53,54328.57,712790.84
Perambalur,Little Millet,Thai Pattam (Winter / Post-Monsoon),Black Cotton Soil,Canal Irrigation,2.87,20.6,55.1,539.7,6.61,60.7,15.4,5.0,0.66,0.64,871.15,2500.2
Theni,French Beans,Aadi Pattam (Monsoon Sowing),Sandy Loam,Drip Irrigation,23.38,24.4,53.2,885.0,6.37,44.2,73.0,116.1,1.35,0.49,4333.1,101307.88
Tiruppur,Green Gram,Samba / Thaladi (Main Rice Season),Clay Soil,Sprinkler,22.04,30.4,81.0,581.1,6.89,26.9,45.1,31.7,1.0,0.42,527.09,11617.06
Tiruvallur,Ginger,Thai Pattam (Winter / Post-Monsoon),Black Cotton Soil,Canal Irrigation,14.79,27.2,72.5,1555.6,6.14,96.1,49.4,5.7,0.28,0.56,10150.41,150124.56
Tirupathur,Beetroot,Purattasi Pattam (Autumn),Red Loam,Well / Tube Well,11.06,18.3,60.9,496.5,7.62,28.0,107.1,126.4,1.61,0.9,9320.32,103082.74
The Nilgiris,Mango,Purattasi Pattam (Autumn),Red Loam,Sprinkler,1.75,29.8,74.3,1134.3,6.79,455.6,204.5,395.1,1.1,0.62,7412.64,12972.12
Cuddalore,Castor,Thai Pattam (Winter / Post-Monsoon),Clay Soil,Rainfed,7.35,28.3,75.1,636.1,5.43,52.4,31.5,29.5,1.78,0.86,436.53,3208.5
Kallakurichi,Little Millet,Chithirai Pattam (Summer),Sandy Soil,Drip Irrigation,19.97,31.4,58.7,563.7,6.68,30.3,13.1,14.3,0.74,1.05,546.03,10904.22
Kancheepuram,Mango,Aadi Pattam (Monsoon Sowing),Sandy Soil,Rainfed,1.49,33.3,76.7,1161.6,6.73,335.9,221.6,420.0,0.26,0.89,6586.88,9814.45
Tirupathur,Pomegranate,Samba / Thaladi (Main Rice Season),Clay Soil,Canal Irrigation,15.35,32.2,72.2,735.0,7.73,248.3,97.4,245.9,1.02,0.6,7133.19,109494.47
Ranipet,French Beans,Aadi Pattam (Monsoon Sowing),Sandy Soil,Rainfed,18.61,18.1,58.5,632.7,6.01,26.3,79.0,50.0,0.68,0.6,4092.04,76152.86
Tiruvallur,Cashew,Samba / Thaladi (Main Rice Season),Clay Soil,Rainfed,7.84,31.3,48.7,1512.5,5.41,161.5,76.5,120.7,1.51,0.63,1133.02,8882.88
Erode,Bottle Gourd,Thai Pattam (Winter / Post-Monsoon),Alluvial,Well / Tube Well,15.12,27.1,75.6,359.5,6.19,50.7,32.1,64.0,0.62,0.84,9534.42,144160.43
Virudhunagar,Guava,Samba / Thaladi (Main Rice Season),Black Cotton Soil,Well / Tube Well,14.8,15.9,89.6,922.1,7.81,263.1,131.6,270.2,0.47,0.82,10159.64,150362.67
Thanjavur,French Beans,Aadi Pattam (Monsoon Sowing),Black Cotton Soil,Well / Tube Well,14.53,22.2,80.7,710.7,7.39,54.9,65.5,49.4,1.32,0.49,3628.99,52729.22
Ranipet,Cardamom,Thai Pattam (Winter / Post-Monsoon),Sandy Loam,Sprinkler,17.42,16.6,61.7,2600.9,5.57,59.6,96.0,150.0,0.86,0.93,338.64,5899.11
Coimbatore,Onion,Navarai / Sornavari (Summer Rice & Pulses),Sandy Loam,Rainfed,5.58,22.4,77.9,643.6,6.31,50.1,55.4,26.4,0.72,0.85,5820.71,32479.56
Thanjavur,Okra (Bhendi),Purattasi Pattam (Autumn),Sandy Loam,Sprinkler,22.85,27.3,71.2,754.9,6.84,97.0,38.6,49.8,0.75,0.62,7731.48,176664.32
Namakkal,Guava,Samba / Thaladi (Main Rice Season),Clay Soil,Canal Irrigation,23.95,27.4,38.7,830.1,7.19,338.9,184.7,274.1,0.65,0.57,14054.12,336596.17
Pudukkottai,Cotton,Navarai / Sornavari (Summer Rice & Pulses),Black Cotton Soil,Sprinkler,8.27,30.3,60.6,773.7,7.36,138.5,78.1,56.5,0.76,1.05,1380.84,11419.55
Perambalur,Papaya,Purattasi Pattam (Autumn),Clay Loam,Rainfed,17.08,28.0,50.7,1472.1,5.47,172.5,139.0,237.3,0.81,1.09,21469.97,366707.09
Sivaganga,Grapes,Kar (Early Monsoon),Sandy Loam,Drip Irrigation,1.53,23.4,71.9,824.3,7.14,231.1,107.3,326.0,1.73,0.41,15170.09,23210.24
Namakkal,Cardamom,Navarai / Sornavari (Summer Rice & Pulses),Clay Soil,Canal Irrigation,5.45,21.3,49.4,2521.4,5.87,82.1,58.1,128.3,1.06,1.05,384.47,2095.36
Perambalur,Snake Gourd,Aadi Pattam (Monsoon Sowing),Clay Loam,Rainfed,18.65,24.8,57.2,847.1,6.79,55.1,46.0,26.4,0.58,0.39,5945.99,110892.71
Nagapattinam,Okra (Bhendi),Navarai / Sornavari (Summer Rice & Pulses),Black Cotton Soil,Well / Tube Well,2.95,29.1,76.9,529.7,6.52,75.4,30.1,5.0,0.73,0.7,5428.71,16014.69
Kallakurichi,Bottle Gourd,Chithirai Pattam (Summer),Sandy Loam,Sprinkler,16.5,36.4,67.8,694.2,6.63,50.3,34.1,5.0,1.61,0.71,7562.51,124781.42
Madurai,Pumpkin,Kar (Early Monsoon),Alluvial,Drip Irrigation,7.49,30.5,73.3,736.2,6.76,70.1,57.4,41.1,0.29,0.93,14523.78,108783.11
Viluppuram,Pumpkin,Aadi Pattam (Monsoon Sowing),Red Loam,Canal Irrigation,10.74,28.4,53.1,835.9,6.09,62.5,50.6,54.3,1.54,1.05,11183.26,120108.21
The Nilgiris,Sorghum,Kar (Early Monsoon),Clay Soil,Canal Irrigation,23.45,30.2,48.8,703.8,6.88,87.7,26.5,40.6,1.74,1.04,1331.8,31230.71
Chennai,Jasmine (Mullai / Madurai Malli),Chithirai Pattam (Summer),Alluvial,Rainfed,15.27,29.1,52.9,927.7,6.72,108.7,220.9,272.0,1.69,0.6,3642.47,55620.52
Tiruvarur,Tomato,Samba / Thaladi (Main Rice Season),Clay Soil,Canal Irrigation,21.35,21.1,74.0,829.6,7.01,209.3,74.6,79.7,0.95,0.49,12497.83,266828.67
Salem,Little Millet,Aadi Pattam (Monsoon Sowing),Clay Soil,Drip Irrigation,18.11,26.7,79.8,506.0,6.47,36.8,20.8,9.1,0.22,0.6,882.07,15974.29
Viluppuram,Castor,Navarai / Sornavari (Summer Rice & Pulses),Black Cotton Soil,Canal Irrigation,15.47,23.4,92.3,522.2,6.75,42.9,27.3,25.5,1.22,0.65,820.12,12687.26
Tiruvallur,Black Pepper,Purattasi Pattam (Autumn),Clay Loam,Sprinkler,16.9,15.8,50.9,2434.0,5.63,89.3,45.9,100.0,0.5,0.46,1115.91,18858.88
Kanniyakumari,Sugarcane,Chithirai Pattam (Summer),Alluvial,Sprinkler,6.27,36.1,70.3,1436.4,6.95,304.3,65.3,99.0,1.41,1.07,60464.58,379112.92
Virudhunagar,Cotton,Navarai / Sornavari (Summer Rice & Pulses),Red Loam,Drip Irrigation,16.52,36.3,76.6,727.1,6.92,91.3,67.1,97.1,1.31,0.4,1403.25,23181.69
Tirunelveli,Little Millet,Purattasi Pattam (Autumn),Sandy Loam,Sprinkler,17.31,26.4,53.0,449.9,6.77,48.8,17.7,18.2,1.68,1.02,825.86,14295.64
Ramanathapuram,Guava,Navarai / Sornavari (Summer Rice & Pulses),Clay Loam,Drip Irrigation,9.5,25.0,93.2,892.1,7.14,227.6,125.7,268.6,0.55,1.07,11087.46,105330.87
Kancheepuram,Onion,Thai Pattam (Winter / Post-Monsoon),Laterite Soil,Sprinkler,17.7,21.2,85.0,783.6,6.43,32.0,75.1,42.9,1.66,0.92,4684.75,82920.07
Mayiladuthurai,Pomegranate,Kar (Early Monsoon),Black Cotton Soil,Rainfed,21.89,21.1,53.5,757.1,7.58,250.9,95.2,239.8,0.33,0.69,6376.33,139577.86
Tenkasi,Watermelon,Chithirai Pattam (Summer),Clay Loam,Well / Tube Well,20.8,31.4,91.7,545.1,6.05,84.3,41.0,37.5,1.64,0.5,19029.22,395807.78
Kancheepuram,Cabbage,Aadi Pattam (Monsoon Sowing),Laterite Soil,Rainfed,11.33,17.8,66.5,760.6,7.18,95.6,99.7,93.7,1.29,0.89,9597.22,108736.5
Dharmapuri,Chilli,Samba / Thaladi (Main Rice Season),Clay Soil,Well / Tube Well,11.61,29.6,36.7,699.5,6.84,133.1,66.1,90.9,1.02,0.69,7463.11,86646.71
Vellore,Pearl Millet,Thai Pattam (Winter / Post-Monsoon),Alluvial,Well / Tube Well,10.2,34.9,46.7,593.1,7.39,69.9,39.2,48.7,1.51,0.91,1188.34,12121.07
Cuddalore,Radish,Chithirai Pattam (Summer),Sandy Soil,Drip Irrigation,17.66,20.1,55.0,479.1,6.26,58.5,17.8,56.7,1.07,0.4,10664.13,188328.54
